index,Age,Education Level,Gender,Height,Weight,Criminal Level,Marital Status,Parent Situation,Child Situation,Terrain,Road Condition,Wind Speed,Weather,Human,Video Result,Heart Speed
2375,40,初中,男,185.4,98.4,中,已婚,父母健在,没有孩子,有山,堵车,轻风,雨夹雪,中,0.8079999999999999,[ 86 104]
2376,39,高中及以上,男,187.9,97.5,重,未婚,有一父或一母,没有孩子,有山,堵车,大风,冰雹,中,0.128,[100  81]
2377,40,高中及以上,男,180.3,106.6,重,已婚,父母双亡,有多个子女,有山,通畅,强风,暴雨,中,0.715,[115 116]
2378,30,初中,男,182.9,86.1,中,未婚,父母健在,没有孩子,有山,通畅,烈风,大到暴雪,中,0.441,[126  81]
2379,35,高中及以上,男,177.8,63.5,重,未婚,有一父或一母,没有孩子,有山,堵车,和风,阴天,中,0.7559999999999999,[ 82 130]
2380,25,高中及以上,男,175.3,113.4,中,已婚,父母健在,有一子女,有山,通畅,暴风,雷阵雨,小,0.256,[ 75 118]
2381,23,高中及以上,男,177.8,90.7,轻,未婚,父母双亡,没有孩子,平原,通畅,暴风,中雪,大,0.01,[100  96]
2382,24,初中,男,185.4,81.6,轻,已婚,有一父或一母,有一子女,有山,通畅,无风,阴天,中,0.394,[134 131]
2383,28,高中及以上,男,175.3,90.7,中,已婚,父母双亡,没有孩子,平原,堵车,台风,晴,中,0.387,[87 80]
2384,23,高中及以上,男,180.3,74.8,轻,已婚,父母双亡,没有孩子,有山,堵车,狂风,冰雹,小,0.017,[133 114]
2385,21,小学及以下,男,182.9,67.1,轻,未婚,父母健在,没有孩子,平原,堵车,烈风,雾,大,0.34600000000000003,[ 65 115]
2386,26,初中,男,187.9,59.4,重,未婚,父母双亡,没有孩子,有山,堵车,烈风,暴雨,小,0.101,[105 115]
2387,34,初中,男,177.8,51.7,中,已婚,父母双亡,没有孩子,平原,堵车,大风,中雪,小,0.731,[ 69 108]
2388,30,初中,男,165.1,80.3,轻,已婚,父母健在,没有孩子,平原,堵车,大风,霜冻,中,0.664,[129 133]
2389,49,高中及以上,男,175.3,98.4,轻,未婚,有一父或一母,没有孩子,平原,通畅,无风,小雨,中,0.8420000000000001,[111  89]
2390,29,高中及以上,男,177.8,88.0,中,未婚,父母双亡,没有孩子,平原,通畅,微风,雨夹雪,中,0.209,[122 121]
2391,24,初中,男,175.3,89.8,轻,已婚,父母双亡,没有孩子,平原,堵车,软风,小雨,小,0.513,[112  99]
2392,31,高中及以上,男,175.3,91.6,重,离异,父母双亡,有多个子女,平原,通畅,软风,雨夹雪,中,0.096,[82 96]
2393,29,初中,男,182.9,133.8,轻,已婚,父母健在,没有孩子,有山,堵车,无风,霜冻,大,0.243,[ 72 136]
2394,32,小学及以下,男,172.7,72.1,轻,未婚,有一父或一母,没有孩子,平原,堵车,软风,中雪,中,0.063,[66 69]
2395,22,初中,男,185.4,98.0,中,已婚,有一父或一母,有一子女,有山,堵车,大风,冰雹,中,0.916,[114  87]
2396,51,高中及以上,男,170.2,88.0,重,离异,有一父或一母,有多个子女,平原,堵车,烈风,冻雨,中,0.865,[106  78]
2397,24,初中,男,180.3,81.6,中,未婚,父母健在,没有孩子,有山,堵车,台风,小雪,中,0.966,[ 68 109]
2398,21,高中及以上,男,180.3,73.0,轻,已婚,父母健在,有多个子女,平原,堵车,软风,阴天,小,0.7879999999999999,[103  67]
2399,28,高中及以上,男,172.7,89.8,轻,离异,有一父或一母,有多个子女,有山,通畅,轻风,中雨,大,0.4320000000000001,[130 116]
2400,46,高中及以上,男,182.9,85.3,重,已婚,父母双亡,没有孩子,有山,通畅,轻风,小雪,大,0.422,[102 114]
2401,47,高中及以上,男,193.0,81.2,中,离异,父母双亡,有一子女,有山,堵车,无风,冰雹,小,0.8490000000000001,[138  96]
2402,42,高中及以上,男,177.8,89.8,重,离异,有一父或一母,没有孩子,有山,堵车,大风,冰雹,中,0.059,[125  75]
2403,28,高中及以上,男,167.6,92.5,轻,离异,有一父或一母,有多个子女,平原,通畅,轻风,大到暴雪,中,0.737,[123  99]
2404,34,初中,男,188.0,99.3,中,已婚,父母健在,有多个子女,平原,通畅,劲风,大到暴雪,小,0.039,[66 92]
2405,39,高中及以上,男,182.9,88.9,中,离异,父母健在,有一子女,有山,通畅,疾风,小雨,小,0.027000000000000003,[123  80]
2406,45,初中,男,172.7,102.1,中,未婚,父母健在,没有孩子,平原,通畅,狂风,大雨,中,0.229,[93 74]
2407,21,初中,男,167.6,78.9,轻,已婚,父母健在,有一子女,平原,通畅,台风,大到暴雪,大,0.45,[88 65]
2408,24,初中,男,167.6,67.6,中,离异,父母健在,没有孩子,平原,通畅,无风,雨夹雪,中,0.804,[122 118]
2409,40,初中,男,177.8,134.3,轻,未婚,父母健在,没有孩子,有山,堵车,和风,冰雹,大,0.039,[109  89]
2410,27,高中及以上,男,167.6,70.3,重,未婚,有一父或一母,没有孩子,平原,通畅,轻风,冻雨,中,0.386,[96 79]
2411,30,小学及以下,男,180.3,105.7,轻,未婚,有一父或一母,没有孩子,有山,堵车,劲风,雷阵雨,大,0.225,[99 87]
2412,22,初中,男,177.8,88.0,轻,已婚,父母双亡,有一子女,平原,通畅,软风,冰雹,小,0.4320000000000001,[100  67]
2413,20,初中,男,167.6,70.8,重,未婚,父母健在,没有孩子,平原,堵车,软风,中雨,中,0.192,[118  93]
2414,20,初中,男,165.1,83.0,中,离异,父母双亡,有一子女,有山,堵车,强风,小雨,小,0.769,[103  86]
2415,22,初中,男,170.2,63.5,轻,已婚,有一父或一母,没有孩子,平原,堵车,疾风,暴雨,中,0.506,[ 70 130]
2416,20,高中及以上,男,175.3,81.2,重,离异,父母健在,有多个子女,有山,通畅,轻风,小雪,大,0.7609999999999999,[ 94 101]
2417,22,初中,男,177.8,71.2,中,离异,父母双亡,有多个子女,有山,堵车,劲风,雨夹雪,中,0.713,[104  74]
2418,31,高中及以上,男,177.8,100.7,中,未婚,父母健在,没有孩子,平原,堵车,软风,冻雨,中,0.03,[72 82]
2419,31,初中,男,172.7,88.5,中,离异,父母双亡,没有孩子,平原,堵车,烈风,晴,小,0.015,[128 113]
2420,39,小学及以下,男,182.9,97.5,中,离异,父母双亡,有多个子女,平原,堵车,无风,小雪,大,0.301,[96 80]
2421,40,初中,男,174.42525773195874,105.2,轻,离异,父母双亡,有一子女,平原,通畅,强风,晴,大,0.207,[119  82]
2422,19,初中,男,167.6,115.2,重,未婚,父母双亡,没有孩子,平原,堵车,烈风,暴雨,大,0.962,[103  65]
2423,30,初中,女,160.0,85.7,重,离异,父母健在,没有孩子,有山,堵车,微风,小雪,中,0.98,[99 98]
2424,27,初中,男,170.2,84.4,中,已婚,父母健在,有多个子女,有山,堵车,轻风,雾,小,0.964,[136 118]
2425,30,小学及以下,男,157.5,86.2,轻,离异,有一父或一母,有多个子女,平原,堵车,轻风,阴天,小,0.523,[115  68]
2426,36,初中,男,175.3,88.5,重,离异,有一父或一母,有一子女,平原,通畅,轻风,雨夹雪,小,0.117,[132  72]
2427,19,初中,男,170.2,82.6,中,离异,父母双亡,没有孩子,平原,通畅,疾风,小雨,中,0.802,[111 104]
2428,19,初中,男,175.3,63.0,中,未婚,父母双亡,没有孩子,平原,堵车,烈风,雨夹雪,中,0.28300000000000003,[117 108]
2429,45,高中及以上,女,157.5,64.0,中,离异,父母双亡,有多个子女,平原,通畅,无风,阴天,中,0.428,[ 76 133]
2430,38,初中,男,175.3,76.7,轻,已婚,父母双亡,有一子女,有山,堵车,台风,小雪,大,0.762,[97 71]
2431,29,高中及以上,男,175.3,85.3,轻,离异,父母健在,没有孩子,平原,堵车,台风,雨夹雪,大,0.7140000000000001,[ 83 120]
2432,24,初中,男,172.7,90.7,重,已婚,父母双亡,有一子女,平原,堵车,烈风,小雨,中,0.662,[125 106]
2433,20,初中,男,170.2,66.7,轻,未婚,有一父或一母,没有孩子,有山,通畅,无风,雷阵雨,大,0.35700000000000004,[101  97]
2434,41,高中及以上,男,167.6,89.8,轻,未婚,有一父或一母,没有孩子,平原,通畅,微风,中雪,大,0.277,[ 93 128]
2435,31,高中及以上,男,167.6,68.0,轻,离异,父母健在,有一子女,有山,通畅,疾风,小雪,中,0.774,[119  73]
2436,28,初中,男,172.7,69.4,中,未婚,有一父或一母,没有孩子,平原,通畅,疾风,阴天,大,0.469,[68 99]
2437,37,高中及以上,女,160.0,85.3,中,已婚,父母健在,没有孩子,平原,通畅,强风,晴,大,0.41,[136 107]
2438,29,高中及以上,男,177.8,72.6,重,已婚,父母健在,有多个子女,有山,通畅,狂风,大雨,小,0.713,[92 82]
2439,24,高中及以上,男,172.7,69.4,轻,未婚,父母双亡,没有孩子,有山,通畅,大风,大雨,大,0.8270000000000001,[134 132]
2440,26,小学及以下,男,170.2,80.7,中,离异,有一父或一母,有多个子女,平原,通畅,轻风,阴天,大,0.068,[ 79 111]
2441,19,高中及以上,男,177.8,68.0,重,已婚,有一父或一母,有一子女,平原,堵车,强风,中雪,大,0.032,[135  94]
2442,29,初中,男,182.9,78.9,轻,未婚,父母双亡,没有孩子,有山,堵车,软风,小雨,大,0.69,[128  70]
2443,31,初中,男,160.0,66.2,轻,未婚,父母健在,没有孩子,平原,通畅,轻风,阴天,小,0.424,[115 124]
2444,30,初中,男,175.3,73.9,重,未婚,有一父或一母,没有孩子,有山,堵车,软风,冰雹,小,0.083,[79 86]
2445,25,高中及以上,男,170.2,63.0,中,已婚,有一父或一母,没有孩子,平原,通畅,台风,中雪,小,0.397,[ 89 108]
2446,33,高中及以上,男,185.4,101.2,重,已婚,父母双亡,没有孩子,有山,通畅,劲风,晴,中,0.889,[129  84]
2447,34,高中及以上,男,180.3,130.6,轻,已婚,父母双亡,没有孩子,有山,通畅,微风,小雨,中,0.268,[115  83]
2448,40,高中及以上,男,177.8,117.9,轻,离异,有一父或一母,没有孩子,平原,堵车,大风,雷阵雨,中,0.5429999999999999,[130  95]
2449,28,初中,男,182.9,82.6,重,已婚,父母双亡,有一子女,有山,堵车,劲风,大到暴雪,中,0.349,[89 84]
2450,20,初中,男,172.7,83.5,中,未婚,父母双亡,没有孩子,平原,通畅,暴风,阴天,大,0.086,[128 126]
2451,21,初中,男,174.42525773195874,81.2,轻,未婚,父母双亡,没有孩子,有山,通畅,劲风,雾,大,0.975,[ 91 135]
2452,38,初中,男,160.0,65.8,中,已婚,父母健在,有一子女,有山,堵车,软风,中雪,大,0.858,[93 90]
2453,43,初中,男,170.2,99.8,重,已婚,父母健在,没有孩子,平原,通畅,软风,霜冻,小,0.7440000000000001,[114  67]
2454,31,高中及以上,男,177.8,97.1,中,未婚,父母双亡,没有孩子,平原,堵车,狂风,大到暴雪,中,0.8440000000000001,[84 87]
2455,30,初中,男,170.2,91.6,中,已婚,父母双亡,没有孩子,有山,通畅,烈风,雷阵雨,大,0.669,[112 117]
2456,36,初中,男,162.6,87.5,中,未婚,父母双亡,没有孩子,有山,堵车,台风,小雨,中,0.209,[104 138]
2457,29,高中及以上,男,167.6,76.7,中,离异,有一父或一母,没有孩子,平原,堵车,劲风,小雨,大,0.442,[ 76 101]
2458,32,高中及以上,男,167.6,81.6,重,未婚,有一父或一母,没有孩子,平原,通畅,软风,雨夹雪,大,0.939,[ 93 106]
2459,22,初中,男,172.7,68.9,轻,未婚,父母双亡,没有孩子,有山,堵车,大风,雾,小,0.618,[110  79]
2460,25,初中,男,167.6,78.9,中,离异,父母健在,没有孩子,有山,通畅,强风,大雨,大,0.418,[69 67]
2461,32,初中,男,175.3,101.2,中,离异,父母双亡,没有孩子,平原,通畅,轻风,雨夹雪,中,0.529,[90 84]
2462,20,初中,男,188.0,87.5,重,未婚,父母健在,没有孩子,有山,通畅,微风,多云,中,0.7070000000000001,[129 117]
2463,21,初中,男,175.3,93.9,轻,离异,父母健在,有一子女,平原,通畅,强风,大到暴雪,中,0.954,[104 125]
2464,38,初中,男,175.3,99.3,重,离异,有一父或一母,有一子女,平原,堵车,暴风,多云,小,0.479,[129  67]
2465,34,高中及以上,男,174.42525773195874,109.3,重,未婚,父母双亡,没有孩子,有山,通畅,大风,霜冻,中,0.413,[130  78]
2466,20,初中,男,188.0,98.9,中,离异,父母健在,没有孩子,平原,堵车,和风,大到暴雪,中,0.457,[137  78]
2467,39,高中及以上,男,165.1,83.0,轻,未婚,有一父或一母,没有孩子,有山,通畅,微风,霜冻,大,0.16699999999999998,[ 73 107]
2468,29,高中及以上,男,154.9,72.6,重,已婚,父母健在,没有孩子,有山,通畅,狂风,小雨,大,0.467,[100 138]
2469,20,高中及以上,男,175.3,59.9,中,已婚,有一父或一母,有多个子女,平原,堵车,大风,大到暴雪,小,0.91,[ 87 119]
2470,25,初中,男,167.6,68.0,重,已婚,父母健在,有多个子女,有山,堵车,轻风,多云,中,0.389,[102 103]
2471,31,小学及以下,男,180.3,79.4,轻,未婚,有一父或一母,没有孩子,有山,通畅,微风,小雪,中,0.404,[120  77]
2472,31,小学及以下,男,172.7,92.1,轻,未婚,父母双亡,没有孩子,平原,堵车,强风,冻雨,中,0.608,[87 77]
2473,31,初中,男,170.2,119.7,轻,已婚,有一父或一母,有多个子女,平原,通畅,台风,冻雨,大,0.993,[67 77]
2474,23,初中,男,180.3,63.0,重,未婚,父母健在,没有孩子,有山,通畅,强风,雾,中,0.5870000000000001,[ 87 128]
2475,23,初中,男,174.42525773195874,85.3,轻,未婚,有一父或一母,没有孩子,平原,通畅,台风,冻雨,小,0.961,[113  94]
2476,23,初中,男,172.7,83.5,重,已婚,父母健在,有多个子女,平原,通畅,台风,多云,大,0.462,[ 92 112]
2477,23,初中,男,165.1,96.6,重,已婚,父母健在,有多个子女,平原,堵车,暴风,冻雨,小,0.924,[ 86 133]
2478,39,高中及以上,男,177.8,77.1,中,已婚,有一父或一母,没有孩子,平原,堵车,微风,冻雨,大,0.643,[ 94 122]
2479,32,初中,男,170.2,104.8,中,已婚,父母双亡,有一子女,平原,堵车,软风,雾,大,0.287,[ 86 116]
2480,23,初中,男,172.7,114.3,中,离异,有一父或一母,有多个子女,平原,堵车,暴风,中雨,小,0.616,[ 77 137]
2481,21,高中及以上,男,177.8,68.5,重,已婚,父母双亡,没有孩子,平原,通畅,烈风,大到暴雪,中,0.234,[126 111]
2482,25,初中,男,170.2,68.0,中,已婚,有一父或一母,有一子女,平原,通畅,台风,阴天,大,0.34600000000000003,[132 135]
2483,21,高中及以上,男,185.4,68.0,中,离异,父母健在,有多个子女,有山,通畅,暴风,冻雨,小,0.021,[118 124]
2484,20,初中,男,185.4,91.2,中,未婚,父母健在,没有孩子,有山,堵车,和风,中雪,小,0.157,[129 109]
2485,25,高中及以上,男,170.2,83.9,轻,已婚,有一父或一母,没有孩子,平原,通畅,台风,冰雹,中,0.295,[ 97 136]
2486,27,初中,男,170.2,81.6,中,离异,父母双亡,有多个子女,平原,堵车,劲风,中雪,中,0.33,[138  96]
2487,19,初中,男,172.7,70.8,重,离异,父母双亡,没有孩子,平原,堵车,轻风,晴,大,0.092,[131 103]
2488,24,初中,男,165.1,73.9,中,已婚,父母双亡,有多个子女,有山,通畅,疾风,多云,中,0.021,[117  76]
2489,28,高中及以上,男,165.1,79.8,重,离异,父母健在,没有孩子,有山,通畅,疾风,暴雨,中,0.639,[113 133]
2490,27,高中及以上,男,167.6,65.3,中,离异,父母双亡,有多个子女,平原,堵车,强风,冻雨,大,0.407,[109 124]
2491,29,高中及以上,男,175.3,73.5,重,离异,有一父或一母,有一子女,平原,通畅,软风,小雪,大,0.081,[138 127]
2492,36,高中及以上,男,188.0,94.8,中,未婚,父母健在,没有孩子,平原,通畅,狂风,雷阵雨,大,0.623,[117 105]
2493,30,高中及以上,男,190.5,128.8,中,未婚,父母双亡,没有孩子,平原,通畅,大风,雨夹雪,大,0.29100000000000004,[77 85]
2494,46,初中,男,188.0,86.2,轻,未婚,父母双亡,没有孩子,平原,堵车,强风,大雨,中,0.455,[72 85]
2495,30,高中及以上,男,172.7,75.7,重,离异,父母双亡,有多个子女,平原,堵车,和风,小雨,大,0.179,[67 78]
2496,37,高中及以上,男,180.3,103.9,轻,未婚,父母健在,没有孩子,平原,通畅,软风,冻雨,大,0.079,[70 77]
2497,36,高中及以上,男,175.3,104.3,中,已婚,父母双亡,没有孩子,有山,堵车,劲风,晴,中,0.784,[115 139]
2498,32,高中及以上,男,182.9,77.1,中,已婚,父母双亡,没有孩子,有山,通畅,微风,雷阵雨,小,0.461,[101  69]
2499,20,高中及以上,男,170.2,61.2,轻,已婚,父母双亡,没有孩子,有山,通畅,微风,大到暴雪,小,0.78,[126 132]
2500,22,初中,男,170.2,83.5,重,未婚,有一父或一母,没有孩子,平原,堵车,无风,中雪,中,0.251,[96 90]
2501,30,初中,男,160.0,71.7,轻,已婚,父母双亡,没有孩子,有山,堵车,狂风,小雨,小,0.784,[128 123]
2502,39,高中及以上,男,170.2,97.5,重,已婚,父母双亡,有多个子女,有山,通畅,烈风,雾,小,0.956,[ 80 116]
2503,24,高中及以上,男,180.3,78.9,重,已婚,父母双亡,没有孩子,平原,堵车,轻风,大到暴雪,小,0.246,[117 111]
2504,23,高中及以上,男,170.2,93.0,中,未婚,父母双亡,没有孩子,有山,通畅,狂风,小雪,中,0.763,[137  95]
2505,31,初中,男,172.7,78.5,中,离异,有一父或一母,有一子女,平原,堵车,强风,冰雹,中,0.905,[102 134]
2506,19,初中,男,170.2,83.5,重,离异,有一父或一母,没有孩子,平原,堵车,软风,雾,小,0.8029999999999999,[ 87 117]
2507,27,高中及以上,男,180.3,118.4,轻,离异,父母双亡,有一子女,平原,通畅,台风,多云,小,0.495,[66 88]
2508,24,初中,男,180.3,88.0,中,离异,父母健在,没有孩子,有山,通畅,烈风,小雨,大,0.261,[111 134]
2509,22,初中,男,172.7,76.7,重,已婚,有一父或一母,有多个子女,平原,通畅,暴风,大到暴雪,小,0.858,[122  78]
2510,24,初中,男,170.2,71.2,中,已婚,父母健在,有一子女,有山,堵车,烈风,晴,大,0.885,[75 85]
2511,19,高中及以上,男,167.6,74.4,中,已婚,父母健在,有一子女,平原,堵车,烈风,大雨,中,0.023,[133  76]
2512,26,高中及以上,男,165.1,58.5,轻,未婚,父母双亡,没有孩子,有山,通畅,台风,阴天,大,0.72,[125  65]
2513,21,初中,男,160.0,77.6,重,离异,有一父或一母,有一子女,有山,通畅,轻风,多云,大,0.474,[115 108]
2514,25,初中,男,175.3,71.2,重,未婚,父母健在,没有孩子,平原,通畅,强风,大雨,小,0.386,[70 68]
2515,19,初中,男,167.6,64.4,轻,已婚,父母健在,有一子女,有山,通畅,微风,霜冻,小,0.14400000000000002,[71 77]
2516,34,初中,男,182.9,81.6,重,离异,父母健在,有多个子女,有山,通畅,台风,中雪,大,0.071,[122 113]
2517,41,初中,男,165.1,74.8,重,离异,父母双亡,没有孩子,有山,通畅,烈风,小雨,中,0.862,[128  65]
2518,23,初中,男,177.8,73.9,中,已婚,有一父或一母,没有孩子,有山,堵车,劲风,中雨,中,0.095,[ 93 113]
2519,39,高中及以上,男,190.5,92.5,中,离异,有一父或一母,没有孩子,平原,堵车,轻风,多云,小,0.462,[102 108]
2520,30,初中,男,175.3,68.0,重,离异,父母双亡,有一子女,平原,通畅,烈风,冻雨,中,0.396,[75 83]
2521,28,高中及以上,男,160.0,78.0,中,离异,父母双亡,有一子女,有山,堵车,暴风,小雪,中,0.295,[94 72]
2522,21,初中,男,177.8,79.8,轻,未婚,父母双亡,没有孩子,平原,通畅,微风,暴雨,小,0.746,[111 116]
2523,19,高中及以上,男,182.9,74.8,重,未婚,父母健在,没有孩子,有山,堵车,强风,小雨,大,0.458,[118  87]
2524,36,小学及以下,男,177.8,101.6,重,离异,有一父或一母,有一子女,平原,堵车,疾风,阴天,小,0.477,[77 72]
2525,33,高中及以上,男,185.4,113.4,重,已婚,父母双亡,有一子女,有山,通畅,和风,暴雨,大,0.383,[117  81]
2526,39,初中,男,167.6,86.2,中,未婚,有一父或一母,没有孩子,平原,通畅,轻风,中雪,大,0.18600000000000005,[123 107]
2527,23,初中,男,177.8,93.9,中,未婚,父母健在,没有孩子,平原,通畅,无风,雷阵雨,中,0.88,[104  75]
2528,20,初中,男,180.3,99.8,轻,未婚,有一父或一母,没有孩子,有山,堵车,台风,阴天,大,0.8240000000000001,[121 116]
2529,20,初中,男,170.2,86.2,中,已婚,父母双亡,没有孩子,有山,堵车,台风,小雨,小,0.153,[ 72 104]
2530,23,高中及以上,男,170.2,88.5,重,离异,父母双亡,有多个子女,有山,堵车,软风,雨夹雪,小,0.6709999999999999,[99 78]
2531,24,高中及以上,男,182.9,63.5,重,已婚,父母双亡,没有孩子,有山,通畅,烈风,冻雨,小,0.342,[114 111]
2532,44,初中,男,172.7,76.2,重,已婚,有一父或一母,有多个子女,平原,堵车,和风,阴天,大,0.879,[112 109]
2533,49,初中,男,175.3,93.0,轻,已婚,父母双亡,有多个子女,平原,堵车,微风,大到暴雪,小,0.338,[91 87]
2534,35,高中及以上,男,165.1,67.1,轻,离异,父母双亡,有多个子女,平原,通畅,狂风,暴雨,小,0.345,[ 71 126]
2535,22,高中及以上,男,177.8,101.6,轻,离异,父母健在,没有孩子,有山,通畅,大风,中雪,中,0.098,[111  95]
2536,26,初中,男,154.9,103.0,重,离异,有一父或一母,没有孩子,有山,通畅,暴风,大雨,小,0.64,[107  99]
2537,37,初中,男,172.7,103.9,中,未婚,父母双亡,没有孩子,平原,堵车,软风,暴雨,大,0.292,[101 136]
2538,29,初中,男,175.3,59.4,中,未婚,父母健在,没有孩子,有山,堵车,强风,阴天,中,0.035,[129 104]
2539,23,高中及以上,男,170.2,91.2,轻,未婚,有一父或一母,没有孩子,平原,堵车,大风,暴雨,小,0.88,[ 73 103]
2540,40,高中及以上,男,180.3,79.4,重,未婚,父母双亡,没有孩子,平原,堵车,烈风,大到暴雪,大,0.199,[115 129]
2541,23,初中,男,167.6,66.7,重,离异,有一父或一母,有一子女,有山,堵车,大风,雾,小,0.86,[108 131]
2542,25,高中及以上,男,175.3,130.6,中,已婚,有一父或一母,有多个子女,平原,通畅,软风,小雪,大,0.981,[ 81 127]
2543,51,高中及以上,男,175.3,89.8,轻,离异,父母双亡,有一子女,有山,堵车,强风,暴雨,小,0.581,[91 96]
2544,39,高中及以上,男,182.9,108.9,轻,已婚,父母双亡,没有孩子,平原,堵车,烈风,雷阵雨,大,0.6859999999999999,[ 97 120]
2545,29,高中及以上,男,175.3,81.6,轻,离异,父母双亡,有一子女,有山,通畅,台风,霜冻,中,0.04,[ 92 109]
2546,28,初中,男,182.9,94.3,轻,已婚,父母双亡,没有孩子,平原,通畅,大风,阴天,中,0.021,[108  74]
2547,25,初中,男,180.3,70.3,重,未婚,有一父或一母,没有孩子,有山,堵车,疾风,多云,中,0.521,[125 122]
2548,34,初中,男,177.8,85.7,轻,已婚,有一父或一母,没有孩子,平原,堵车,软风,多云,大,0.281,[86 68]
2549,21,高中及以上,男,170.2,74.8,轻,未婚,父母健在,没有孩子,有山,通畅,无风,晴,大,0.52,[ 74 106]
2550,24,高中及以上,男,177.8,74.8,轻,离异,父母健在,有一子女,平原,通畅,疾风,中雪,小,0.463,[67 75]
2551,25,高中及以上,男,182.9,81.6,中,未婚,父母双亡,没有孩子,平原,堵车,和风,阴天,小,0.524,[ 80 107]
2552,22,高中及以上,男,188.0,105.2,轻,离异,父母双亡,有一子女,平原,堵车,大风,冰雹,中,0.597,[123  75]
2553,18,初中,男,174.42525773195874,64.4,中,已婚,有一父或一母,没有孩子,有山,通畅,暴风,多云,大,0.52,[ 74 130]
2554,38,初中,男,160.0,59.0,中,已婚,父母双亡,有一子女,有山,通畅,和风,小雨,小,0.371,[ 95 132]
2555,26,小学及以下,男,172.7,62.1,重,未婚,父母健在,没有孩子,平原,通畅,大风,雨夹雪,大,0.69,[80 91]
2556,35,高中及以上,男,175.3,68.0,轻,已婚,父母健在,有一子女,有山,通畅,疾风,中雨,中,0.595,[ 96 121]
2557,31,初中,男,175.1,70.0,重,已婚,有一父或一母,有一子女,平原,堵车,暴风,小雨,小,0.445,[129  79]
2558,31,高中及以上,男,177.8,71.7,轻,已婚,父母健在,有多个子女,有山,通畅,暴风,阴天,中,0.26,[ 90 136]
2559,23,小学及以下,男,175.3,83.9,轻,未婚,有一父或一母,没有孩子,有山,堵车,轻风,暴雨,小,0.735,[133  72]
2560,50,初中,男,167.6,63.9,重,离异,父母健在,有多个子女,有山,堵车,无风,多云,大,0.435,[127 114]
2561,21,初中,男,172.7,83.1,重,离异,父母健在,没有孩子,平原,通畅,大风,雾,大,0.319,[122  70]
2562,38,高中及以上,男,172.7,70.8,中,已婚,有一父或一母,没有孩子,平原,堵车,狂风,中雪,小,0.282,[110 125]
2563,34,高中及以上,男,182.9,79.4,中,已婚,父母双亡,有一子女,平原,堵车,无风,中雪,小,0.594,[138 110]
2564,34,高中及以上,男,187.9,83.5,轻,离异,父母双亡,有一子女,平原,通畅,劲风,中雪,中,0.7140000000000001,[109  94]
2565,34,高中及以上,男,167.6,75.7,中,已婚,父母双亡,有多个子女,平原,通畅,烈风,大到暴雪,大,0.746,[129  99]
2566,28,高中及以上,男,172.7,65.8,中,离异,有一父或一母,没有孩子,有山,通畅,疾风,中雪,大,0.324,[ 76 105]
2567,46,初中,女,167.6,53.5,重,未婚,父母健在,没有孩子,平原,堵车,狂风,大到暴雪,小,0.732,[ 77 136]
2568,41,高中及以上,男,172.7,68.1,轻,未婚,父母健在,没有孩子,平原,堵车,烈风,冰雹,大,0.722,[111 135]
2569,40,高中及以上,男,180.3,71.2,重,未婚,父母双亡,没有孩子,平原,堵车,轻风,多云,大,0.328,[98 72]
2570,23,高中及以上,女,163.6,58.1,中,离异,父母健在,有一子女,有山,堵车,和风,雾,小,0.522,[129 107]
2571,25,初中,女,162.7,54.9,重,未婚,有一父或一母,没有孩子,有山,通畅,劲风,冻雨,小,0.21600000000000005,[107 122]
2572,20,高中及以上,男,170.1,61.2,重,已婚,父母双亡,有多个子女,有山,通畅,烈风,雷阵雨,中,0.068,[ 78 106]
2573,24,初中,男,182.9,144.2,重,已婚,父母双亡,有一子女,平原,通畅,台风,霜冻,小,0.158,[103 132]
2574,40,初中,男,185.4,98.4,重,未婚,父母双亡,没有孩子,平原,通畅,疾风,雾,大,0.736,[86 87]
2575,39,高中及以上,男,187.9,97.5,中,离异,父母健在,有一子女,有山,堵车,软风,冰雹,中,0.526,[70 85]
2576,40,高中及以上,男,180.3,106.6,轻,未婚,父母健在,没有孩子,平原,通畅,暴风,霜冻,小,0.8859999999999999,[133 131]
2577,30,初中,男,182.9,86.1,中,未婚,父母健在,没有孩子,有山,堵车,疾风,雨夹雪,大,0.433,[ 68 102]
2578,35,高中及以上,男,177.8,63.5,重,已婚,父母双亡,有一子女,平原,通畅,轻风,阴天,小,0.038,[75 68]
2579,25,高中及以上,男,175.3,113.4,中,未婚,父母健在,没有孩子,平原,堵车,暴风,多云,小,0.898,[ 65 100]
2580,23,高中及以上,男,177.8,90.7,轻,未婚,有一父或一母,没有孩子,有山,堵车,和风,中雨,小,0.146,[132 117]
2581,24,初中,男,185.4,81.6,重,离异,父母健在,有一子女,平原,通畅,无风,小雪,大,0.754,[134  87]
2582,28,高中及以上,男,175.3,90.7,重,已婚,有一父或一母,没有孩子,有山,堵车,微风,小雪,中,0.244,[71 86]
2583,23,高中及以上,男,180.3,74.8,重,已婚,父母双亡,没有孩子,平原,通畅,微风,大雨,小,0.696,[108 112]
2584,21,小学及以下,男,182.9,67.1,中,已婚,父母双亡,没有孩子,有山,堵车,劲风,大到暴雪,小,0.8140000000000001,[68 96]
2585,26,初中,男,187.9,59.4,轻,离异,父母双亡,没有孩子,平原,堵车,大风,小雪,小,0.428,[ 91 129]
